"","submission_id","age","comments","education","emphasis","experiment_duration","experiment_end_time","experiment_start_time","fragment_type","gender","languages","modality","prolific_pid","prolific_session_id","prolific_study_id","response","responseTime","trial_number","trial_type","monolingual"
"1768",55,35,"am wenigsten beachtet habe ich die Betonung, am meisten wars mir wichtig wie stimmig der Satz klingt, Betonung ist ja auch immer auch immer der Situation geschuldet und was man wirklich unterstreichen will, manchmal wirkt aber eine Betonung auch unnatürlich, aber das war eher hintergründig beachtet worden, anderes war wichtiger","Bachelor","without",800410,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","written","5bbbdca68f3bd70001e713ef","64c130fc6923ff55edf35386","64ba4c8d312ce994ea1f9971",5,7433,32,"Critical","yes"
"1771",55,35,"am wenigsten beachtet habe ich die Betonung, am meisten wars mir wichtig wie stimmig der Satz klingt, Betonung ist ja auch immer auch immer der Situation geschuldet und was man wirklich unterstreichen will, manchmal wirkt aber eine Betonung auch unnatürlich, aber das war eher hintergründig beachtet worden, anderes war wichtiger","Bachelor","with",800410,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","written","5bbbdca68f3bd70001e713ef","64c130fc6923ff55edf35386","64ba4c8d312ce994ea1f9971",6,4960,35,"Critical","yes"
"1772",55,35,"am wenigsten beachtet habe ich die Betonung, am meisten wars mir wichtig wie stimmig der Satz klingt, Betonung ist ja auch immer auch immer der Situation geschuldet und was man wirklich unterstreichen will, manchmal wirkt aber eine Betonung auch unnatürlich, aber das war eher hintergründig beachtet worden, anderes war wichtiger","Bachelor","with",800410,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","written","5bbbdca68f3bd70001e713ef","64c130fc6923ff55edf35386","64ba4c8d312ce994ea1f9971",6,5096,36,"Critical","yes"
"1773",55,35,"am wenigsten beachtet habe ich die Betonung, am meisten wars mir wichtig wie stimmig der Satz klingt, Betonung ist ja auch immer auch immer der Situation geschuldet und was man wirklich unterstreichen will, manchmal wirkt aber eine Betonung auch unnatürlich, aber das war eher hintergründig beachtet worden, anderes war wichtiger","Bachelor","without",800410,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","written","5bbbdca68f3bd70001e713ef","64c130fc6923ff55edf35386","64ba4c8d312ce994ea1f9971",6,22481,37,"Critical","yes"
"1775",55,35,"am wenigsten beachtet habe ich die Betonung, am meisten wars mir wichtig wie stimmig der Satz klingt, Betonung ist ja auch immer auch immer der Situation geschuldet und was man wirklich unterstreichen will, manchmal wirkt aber eine Betonung auch unnatürlich, aber das war eher hintergründig beachtet worden, anderes war wichtiger","Bachelor","with",800410,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","written","5bbbdca68f3bd70001e713ef","64c130fc6923ff55edf35386","64ba4c8d312ce994ea1f9971",6,7048,39,"Critical","yes"
"1776",55,35,"am wenigsten beachtet habe ich die Betonung, am meisten wars mir wichtig wie stimmig der Satz klingt, Betonung ist ja auch immer auch immer der Situation geschuldet und was man wirklich unterstreichen will, manchmal wirkt aber eine Betonung auch unnatürlich, aber das war eher hintergründig beachtet worden, anderes war wichtiger","Bachelor","without",800410,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","written","5bbbdca68f3bd70001e713ef","64c130fc6923ff55edf35386","64ba4c8d312ce994ea1f9971",5,5520,40,"Critical","yes"
"1778",55,35,"am wenigsten beachtet habe ich die Betonung, am meisten wars mir wichtig wie stimmig der Satz klingt, Betonung ist ja auch immer auch immer der Situation geschuldet und was man wirklich unterstreichen will, manchmal wirkt aber eine Betonung auch unnatürlich, aber das war eher hintergründig beachtet worden, anderes war wichtiger","Bachelor","without",800410,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","written","5bbbdca68f3bd70001e713ef","64c130fc6923ff55edf35386","64ba4c8d312ce994ea1f9971",7,13192,42,"Critical","yes"
"1779",55,35,"am wenigsten beachtet habe ich die Betonung, am meisten wars mir wichtig wie stimmig der Satz klingt, Betonung ist ja auch immer auch immer der Situation geschuldet und was man wirklich unterstreichen will, manchmal wirkt aber eine Betonung auch unnatürlich, aber das war eher hintergründig beachtet worden, anderes war wichtiger","Bachelor","without",800410,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","written","5bbbdca68f3bd70001e713ef","64c130fc6923ff55edf35386","64ba4c8d312ce994ea1f9971",6,8785,43,"Critical","yes"
"1780",55,35,"am wenigsten beachtet habe ich die Betonung, am meisten wars mir wichtig wie stimmig der Satz klingt, Betonung ist ja auch immer auch immer der Situation geschuldet und was man wirklich unterstreichen will, manchmal wirkt aber eine Betonung auch unnatürlich, aber das war eher hintergründig beachtet worden, anderes war wichtiger","Bachelor","without",800410,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","written","5bbbdca68f3bd70001e713ef","64c130fc6923ff55edf35386","64ba4c8d312ce994ea1f9971",6,9903,44,"Critical","yes"
"1785",55,35,"am wenigsten beachtet habe ich die Betonung, am meisten wars mir wichtig wie stimmig der Satz klingt, Betonung ist ja auch immer auch immer der Situation geschuldet und was man wirklich unterstreichen will, manchmal wirkt aber eine Betonung auch unnatürlich, aber das war eher hintergründig beachtet worden, anderes war wichtiger","Bachelor","without",800410,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","written","5bbbdca68f3bd70001e713ef","64c130fc6923ff55edf35386","64ba4c8d312ce994ea1f9971",6,7216,49,"Critical","yes"
"1789",55,35,"am wenigsten beachtet habe ich die Betonung, am meisten wars mir wichtig wie stimmig der Satz klingt, Betonung ist ja auch immer auch immer der Situation geschuldet und was man wirklich unterstreichen will, manchmal wirkt aber eine Betonung auch unnatürlich, aber das war eher hintergründig beachtet worden, anderes war wichtiger","Bachelor","with",800410,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","written","5bbbdca68f3bd70001e713ef","64c130fc6923ff55edf35386","64ba4c8d312ce994ea1f9971",6,11119,53,"Critical","yes"
"1792",55,35,"am wenigsten beachtet habe ich die Betonung, am meisten wars mir wichtig wie stimmig der Satz klingt, Betonung ist ja auch immer auch immer der Situation geschuldet und was man wirklich unterstreichen will, manchmal wirkt aber eine Betonung auch unnatürlich, aber das war eher hintergründig beachtet worden, anderes war wichtiger","Bachelor","without",800410,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","written","5bbbdca68f3bd70001e713ef","64c130fc6923ff55edf35386","64ba4c8d312ce994ea1f9971",7,6247,56,"Critical","yes"
"1793",52,52,"","Abitur","with",687197,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,17814,1,"Critical","yes"
"1796",52,52,"","Abitur","with",687197,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,7726,4,"Critical","yes"
"1798",52,52,"","Abitur","with",687197,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,7938,6,"Critical","yes"
"1799",52,52,"","Abitur","without",687197,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,8558,7,"Critical","yes"
"1800",52,52,"","Abitur","without",687197,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,7466,8,"Critical","yes"
"1801",52,52,"","Abitur","without",687197,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,13010,9,"Critical","yes"
"1803",52,52,"","Abitur","without",687197,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,13346,11,"Critical","yes"
"1804",52,52,"","Abitur","without",687197,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,7380,12,"Critical","yes"
"1806",52,52,"","Abitur","without",687197,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,8237,14,"Critical","yes"
"1807",52,52,"","Abitur","with",687197,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,8353,15,"Critical","yes"
"1808",52,52,"","Abitur","without",687197,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,8061,16,"Critical","yes"
"1815",52,52,"","Abitur","without",687197,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,7436,23,"Critical","yes"
"1817",52,52,"","Abitur","with",687197,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,9438,25,"Critical","yes"
"1820",52,52,"","Abitur","without",687197,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,7308,28,"Critical","yes"
"1822",52,52,"","Abitur","with",687197,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,8794,30,"Critical","yes"
"1823",52,52,"","Abitur","with",687197,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,7042,31,"Critical","yes"
"1827",52,52,"","Abitur","with",687197,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,14857,35,"Critical","yes"
"1828",52,52,"","Abitur","with",687197,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,11933,36,"Critical","yes"
"1830",52,52,"","Abitur","with",687197,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,8218,38,"Critical","yes"
"1832",52,52,"","Abitur","without",687197,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,7982,40,"Critical","yes"
"1833",52,52,"","Abitur","with",687197,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,8700,41,"Critical","yes"
"1836",52,52,"","Abitur","without",687197,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,7466,44,"Critical","yes"
"1837",52,52,"","Abitur","without",687197,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,6932,45,"Critical","yes"
"1838",52,52,"","Abitur","without",687197,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,7224,46,"Critical","yes"
"1839",52,52,"","Abitur","with",687197,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,8413,47,"Critical","yes"
"1840",52,52,"","Abitur","with",687197,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,8732,48,"Critical","yes"
"1844",52,52,"","Abitur","with",687197,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,8220,52,"Critical","yes"
"1845",52,52,"","Abitur","without",687197,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","645139701683d09535202a62","64c1312c20932151e06c88f1","64ba4c8d312ce994ea1f9971",7,7246,53,"Critical","yes"
"1850",53,58,"","Höherer Abschluss","without",652430,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",5,9732,2,"Critical","yes"
"1853",53,58,"","Höherer Abschluss","with",652430,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",4,9707,5,"Critical","yes"
"1854",53,58,"","Höherer Abschluss","without",652430,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",4,8377,6,"Critical","yes"
"1855",53,58,"","Höherer Abschluss","with",652430,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",4,9815,7,"Critical","yes"
"1857",53,58,"","Höherer Abschluss","with",652430,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,12473,9,"Critical","yes"
"1858",53,58,"","Höherer Abschluss","with",652430,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,6329,10,"Critical","yes"
"1859",53,58,"","Höherer Abschluss","with",652430,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,7238,11,"Critical","yes"
"1860",53,58,"","Höherer Abschluss","with",652430,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,6373,12,"Critical","yes"
"1861",53,58,"","Höherer Abschluss","with",652430,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,9829,13,"Critical","yes"
"1863",53,58,"","Höherer Abschluss","without",652430,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,7965,15,"Critical","yes"
"1867",53,58,"","Höherer Abschluss","with",652430,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",4,10586,19,"Critical","yes"
"1868",53,58,"","Höherer Abschluss","without",652430,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,6697,20,"Critical","yes"
"1869",53,58,"","Höherer Abschluss","with",652430,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",4,5860,21,"Critical","yes"
"1870",53,58,"","Höherer Abschluss","without",652430,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,5606,22,"Critical","yes"
"1871",53,58,"","Höherer Abschluss","with",652430,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",4,5348,23,"Critical","yes"
"1873",53,58,"","Höherer Abschluss","without",652430,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,6373,25,"Critical","yes"
"1875",53,58,"","Höherer Abschluss","without",652430,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,6223,27,"Critical","yes"
"1880",53,58,"","Höherer Abschluss","without",652430,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,7930,32,"Critical","yes"
"1881",53,58,"","Höherer Abschluss","without",652430,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,11157,33,"Critical","yes"
"1882",53,58,"","Höherer Abschluss","with",652430,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,6499,34,"Critical","yes"
"1886",53,58,"","Höherer Abschluss","without",652430,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,5503,38,"Critical","yes"
"1887",53,58,"","Höherer Abschluss","with",652430,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",4,11101,39,"Critical","yes"
"1888",53,58,"","Höherer Abschluss","without",652430,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,10721,40,"Critical","yes"
"1893",53,58,"","Höherer Abschluss","without",652430,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","614595c2f02b81d11457a399","64c13098997c0667bc4c9aa1","64ba4c8d312ce994ea1f9971",3,6060,45,"Critical","yes"
